SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-8-2015,Condo/Co-op,150 PEARL St #310,Oakland,CA,94611,355000,1,1.0,Adams Point,623,,1973,672,570,350,Sold,,,http://www.redfin.com/CA/Oakland/150-Pearl-St-94611/unit-310/home/525936,EBRD/CCAR/Bay East,40703053,N,Y,37.817639,-122.254992
PAST SALE,,Condo/Co-op,455 Crescent St Apt 312,Oakland,CA,94610,245000,1,1.0,,546,,1968,,449,,,,,http://www.redfin.com/CA/Oakland/455-Crescent-St-94610/unit-312/home/526446,,,N,Y,37.8140454,-122.2501672
PAST SALE,August-13-2015,Single Family Residential,385 ELWOOD Ave,Oakland,CA,94610,1051000,3,2.5,Grand Lake/ Rose,1823,3069,1912,667,577,,Sold,,,http://www.redfin.com/CA/Oakland/385-Elwood-Ave-94610/home/1698346,EBRD/CCAR/Bay East,40706496,N,Y,37.815105,-122.2484338
PAST SALE,April-25-2017,Condo/Co-op,155 Pearl St #107,Oakland,CA,94611,380000,1,1.0,Adams Point,616,,1973,46,617,293,Sold,,,http://www.redfin.com/CA/Oakland/155-Pearl-St-94611/unit-107/home/525969,EBRD/CCAR/Bay East,40771675,N,Y,37.8172992,-122.2554876
PAST SALE,May-2-2017,Condo/Co-op,10 Moss Ave #32,Oakland,CA,94610,355000,1,1.0,Rose Garden,576,,1965,39,616,202,Sold,,,http://www.redfin.com/CA/Oakland/10-Moss-Ave-94610/unit-32/home/1095042,EBRD/CCAR/Bay East,40775312,N,Y,37.818704,-122.2507584
PAST SALE,April-28-2017,Single Family Residential,260 EUCLID Ave,Oakland,CA,94610,1425000,5,3.0,Adams Point,3200,7865,1928,43,445,,Sold,,,http://www.redfin.com/CA/Oakland/260-Euclid-Ave-94610/home/879162,EBRD/CCAR/Bay East,40774368,Y,Y,37.8154512,-122.2531004
PAST SALE,May-30-2017,Multi-Family (2-4 Unit),365 Santa Clara Ave,Oakland,CA,94610,1180000,5,4.0,Grand Lake,4228,6500,1916,11,279,,Sold,,,http://www.redfin.com/CA/Oakland/365-Santa-Clara-Ave-94610/home/658724,EBRD/CCAR/Bay East,40775412,N,Y,37.8136148,-122.2485787
PAST SALE,June-1-2017,Condo/Co-op,150 Pearl St #316,Oakland,CA,94611,330000,0,1.0,Oakland,412,,1973,9,801,344,Sold,,,http://www.redfin.com/CA/Oakland/150-Pearl-St-94611/unit-316/home/1760139,EBRD/CCAR/Bay East,40778347,N,Y,37.817639,-122.254992
PAST SALE,December-23-2014,Condo/Co-op,695 MARIPOSA Ave #103,Oakland,CA,94610-1365,465000,2,2.0,Rose Garden,1136,,1964,900,409,400,Sold,,,http://www.redfin.com/CA/Oakland/695-Mariposa-Ave-94610/unit-103/home/1605795,EBRD/CCAR/Bay East,40680303,N,Y,37.8207015,-122.2495143
PAST SALE,March-15-2016,Condo/Co-op,127 BAYO VISTA Ave #209,Oakland,CA,94611,495000,2,1.0,Piedmont Avenue,1060,,1972,452,467,336,Sold,,,http://www.redfin.com/CA/Oakland/127-Bayo-Vista-Ave-94611/unit-209/home/1163653,EBRD/CCAR/Bay East,40724141,N,Y,37.8212509,-122.250822
PAST SALE,April-2-2015,Condo/Co-op,3751 HARRISON St #104,Oakland,CA,94611,434000,2,1.0,Lower Pied Ave,859,2500,1972,800,505,342,Sold,,,http://www.redfin.com/CA/Oakland/3751-Harrison-St-94611/unit-104/home/616592,EBRD/CCAR/Bay East,40690090,N,Y,37.820814,-122.2531685
PAST SALE,,Multi-Family (2-4 Unit),11 Yosemite Ave,Oakland,CA,94611,1225000,4,4.0,,3316,5670,1921,,369,,,,,http://www.redfin.com/CA/Oakland/11-Yosemite-Ave-94611/home/1605817,,,N,Y,37.823451,-122.255515
