SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-31-2017,Condo/Co-op,3960 Adeline St #303,Emeryville,CA,94608,710000,1,2.0,Emeryville,1408,,2006,71,504,511,Sold,,,http://www.redfin.com/CA/Emeryville/3960-Adeline-St-94608/unit-303/home/12117013,EBRD/CCAR/Bay East,40769931,N,Y,37.8306029,-122.2781815
PAST SALE,April-12-2017,Condo/Co-op,3960 Adeline St #301,Emeryville,CA,94608,710000,1,2.0,Emeryville,1494,,2006,59,475,513,Sold,,,http://www.redfin.com/CA/Emeryville/3960-Adeline-St-94608/unit-301/home/12117011,EBRD/CCAR/Bay East,40769927,N,Y,37.8306029,-122.2781815
PAST SALE,May-19-2017,Single Family Residential,978 Apgar St,Oakland,CA,94608,685000,3,1.0,Emeryville Bordr,1456,6336,1922,22,470,,Sold,,,http://www.redfin.com/CA/Oakland/978-Apgar-St-94608/home/1711271,EBRD/CCAR/Bay East,40777117,N,Y,37.8292398,-122.2768953
PAST SALE,January-12-2016,Multi-Family (2-4 Unit),546 44th St,Oakland,CA,94609,765000,,,Oakland,3545,3845,1965,515,216,,Sold,,,http://www.redfin.com/CA/Oakland/546-44th-St-94609/home/727670,EBRD/CCAR/Bay East,40721957,N,Y,37.832687,-122.265009
PAST SALE,,Single Family Residential,486 43rd St,Oakland,CA,94609,446000,3,2.0,,2878,4000,1910,,155,,,,,http://www.redfin.com/CA/Oakland/486-43rd-St-94609/home/1951872,,,N,Y,37.8318445,-122.2629431
PAST SALE,July-24-2015,Single Family Residential,4510 WEBSTER St,Oakland,CA,94609,751000,2,1.0,Temescal,918,2522,1906,687,818,,Sold,,,http://www.redfin.com/CA/Oakland/4510-Webster-St-94609/home/1398596,EBRD/CCAR/Bay East,40703941,N,Y,37.8337567,-122.2599555
PAST SALE,March-21-2016,Single Family Residential,382 50TH St,Oakland,CA,94609,1450000,3,2.5,Temescal,1763,3150,1913,446,822,,Sold,,,http://www.redfin.com/CA/Oakland/382-50th-St-94609/home/1585833,EBRD/CCAR/Bay East,40729213,Y,Y,37.8359505,-122.2573509
PAST SALE,September-9-2015,Multi-Family (2-4 Unit),3704 West St,Oakland,CA,94608,450000,,,Oakland,1834,2650,1913,640,245,,Sold,,,http://www.redfin.com/CA/Oakland/3704-West-St-94608/home/1936133,EBRD/CCAR/Bay East,40702424,N,Y,37.826846,-122.271525
PAST SALE,,Single Family Residential,715 37th St,Oakland,CA,94609,650000,3,1.0,,2157,8000,1905,,301,,,,,http://www.redfin.com/CA/Oakland/715-37th-St-94609/home/527731,,,N,Y,37.8263542,-122.2710312
PAST SALE,July-10-2014,Single Family Residential,928 W MACARTHUR Blvd,Oakland,CA,94608-3950,390000,2,2.0,Oakland,1133,3500,1911,1066,344,,Sold,,,http://www.redfin.com/CA/Oakland/928-W-MacArthur-Blvd-94608/home/527845,EBRD/CCAR/Bay East,40652500,N,Y,37.8284581,-122.2753455
