$/SQUARE FEET,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,FAVORITE,HOA/MONTH,INTERESTED,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,MLS#,NEXT OPEN HOUSE END TIME,NEXT OPEN HOUSE START TIME,PRICE,PROPERTY TYPE,SALE TYPE,SOLD DATE,SOURCE,SQUARE FEET,STATE,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),YEAR BUILT,ZIP,chabot,crocker_highlands,emerson,glenview,peralta,piedmont,days_ago,walkscore
472.0,843 40TH St,2.5,5.0,Oakland,351.0,N,,Y,37.8302086,North Oakland,-122.2725286,4200.0,40736677.0,,,830000,Single Family Residential,PAST SALE,June-24-2016,EBRD/CCAR/Bay East,1759.0,CA,Sold,http://www.redfin.com/CA/Oakland/843-40th-St-94608/home/527574,1932.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,351,84
373.0,724 46th,2.0,5.0,Oakland,320.0,N,,Y,37.8347689,Lower Temescal,-122.2691673,5000.0,40744211.0,,,725000,Single Family Residential,PAST SALE,July-25-2016,EBRD/CCAR/Bay East,1946.0,CA,Sold,http://www.redfin.com/CA/Oakland/724-46th-St-94609/home/529384,1895.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,320,88
651.0,446 43RD St,2.0,3.0,Oakland,242.0,Y,,Y,37.8319554,Temescal,-122.2613451,3400.0,40754656.0,,,970000,Single Family Residential,PAST SALE,October-11-2016,EBRD/CCAR/Bay East,1490.0,CA,Sold,http://www.redfin.com/CA/Oakland/446-43rd-St-94609/home/528310,1908.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,242,92
478.0,711 37TH St,2.0,4.0,Oakland,449.0,N,,Y,37.826341116,Lower Temescal,-122.2709133,4450.0,40729953.0,,,760000,Single Family Residential,PAST SALE,March-18-2016,EBRD/CCAR/Bay East,1589.0,CA,Sold,http://www.redfin.com/CA/Oakland/711-37th-St-94609/home/1665369,1904.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,449,85
548.0,667 44TH St,1.5,2.0,Oakland,368.0,N,,Y,37.83281,N Oakland,-122.2682469,5000.0,40741223.0,,,770000,Single Family Residential,PAST SALE,June-7-2016,EBRD/CCAR/Bay East,1405.0,CA,Sold,http://www.redfin.com/CA/Oakland/667-44th-St-94609/home/528703,1926.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,368,90
806.0,4135 Emerald St,1.0,2.0,Oakland,313.0,N,,Y,37.8298225,Temescal,-122.2566541,3500.0,40746154.0,,,950000,Single Family Residential,PAST SALE,August-1-2016,EBRD/CCAR/Bay East,1179.0,CA,Sold,http://www.redfin.com/CA/Oakland/4135-Emerald-St-94609/home/1355509,1916.0,94609-2602,0.0,0.0,1.0,0.0,0.0,0.0,313,96
608.0,978 W MacArthur,1.0,3.0,Oakland,449.0,N,,Y,37.8286283,Nobe,-122.2767715,3040.0,40728158.0,,,700000,Single Family Residential,PAST SALE,March-18-2016,EBRD/CCAR/Bay East,1151.0,CA,Sold,http://www.redfin.com/CA/Oakland/978-W-MacArthur-Blvd-94608/home/962555,1923.0,94608-3950,0.0,0.0,1.0,0.0,0.0,0.0,449,86
698.0,811 46TH St,2.0,2.0,Oakland,327.0,N,,Y,37.83458,Nobe,-122.270568,2549.0,40743907.0,,,660000,Single Family Residential,PAST SALE,July-18-2016,EBRD/CCAR/Bay East,945.0,CA,Sold,http://www.redfin.com/CA/Oakland/811-46th-St-94608/home/22961839,1924.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,327,88
753.0,517 53Rd St,1.0,2.0,Oakland,137.0,N,,Y,37.838418,Temescal,-122.262834,5096.0,40768259.0,,,925000,Single Family Residential,PAST SALE,January-24-2017,EBRD/CCAR/Bay East,1228.0,CA,Sold,http://www.redfin.com/CA/Oakland/517-53rd-St-94609/home/2000078,1922.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,137,88
768.0,4131 Opal St,2.0,2.0,Oakland,253.0,N,,Y,37.8299029,Oakland,-122.2586155,3955.0,449047.0,,,1000000,Single Family Residential,PAST SALE,September-30-2016,San Francisco MLS,1302.0,CA,Sold,http://www.redfin.com/CA/Oakland/4131-Opal-St-94609/home/1665424,1917.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,253,95
839.0,350 49TH St,2.0,2.0,Oakland,438.0,N,,Y,37.8347334,Temescal/R.Ridge,-122.255612,1848.0,40729563.0,,,738000,Single Family Residential,PAST SALE,March-29-2016,EBRD/CCAR/Bay East,880.0,CA,Sold,http://www.redfin.com/CA/Oakland/350-49th-St-94609/home/528600,1922.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,438,85
808.0,4950 Manila Ave,2.0,2.0,Oakland,200.0,N,,Y,37.8348364,Temescal/R.Ridge,-122.255199,3190.0,40755699.0,,,875000,Single Family Residential,PAST SALE,November-22-2016,EBRD/CCAR/Bay East,1083.0,CA,Sold,http://www.redfin.com/CA/Oakland/4950-Manila-Ave-94609/home/529032,1910.0,94609-2215,0.0,0.0,1.0,0.0,0.0,0.0,200,89
661.0,412 48th St,2.0,2.0,Oakland,82.0,N,133.0,Y,37.8343198,Temescal,-122.2592431,2000.0,40770008.0,,,885000,Single Family Residential,PAST SALE,March-20-2017,EBRD/CCAR/Bay East,1338.0,CA,Sold,http://www.redfin.com/CA/Oakland/412-48th-St-94609/home/109239547,1913.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,82,91
744.0,357 50Th St,1.0,3.0,Oakland,53.0,N,,Y,37.8353021,Temescal,-122.2561001,3600.0,40774179.0,,,940000,Single Family Residential,PAST SALE,April-18-2017,EBRD/CCAR/Bay East,1263.0,CA,Sold,http://www.redfin.com/CA/Oakland/357-50th-St-94609/home/1726775,1923.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,53,88
484.0,869 43rd St,2.0,4.0,Oakland,75.0,N,,Y,37.832681,Nobe,-122.272368,3000.0,40768321.0,,,660000,Single Family Residential,PAST SALE,March-27-2017,EBRD/CCAR/Bay East,1364.0,CA,Sold,http://www.redfin.com/CA/Oakland/869-43rd-St-94608/home/1816219,1910.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,75,86
596.0,4167 Opal St,1.5,3.0,Oakland,19.0,N,,Y,37.8302106,Lower Temescal,-122.2584829,4520.0,40775932.0,,,1175000,Single Family Residential,PAST SALE,May-22-2017,EBRD/CCAR/Bay East,1970.0,CA,Sold,http://www.redfin.com/CA/Oakland/4167-Opal-St-94609/home/1956807,1912.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,19,95
831.0,519 43Rd St,2.0,3.0,Oakland,29.0,Y,,Y,37.8314889,Temescal,-122.2645815,2697.0,40776347.0,,,920000,Single Family Residential,PAST SALE,May-12-2017,EBRD/CCAR/Bay East,1107.0,CA,Sold,http://www.redfin.com/CA/Oakland/519-43rd-St-94609/home/659165,1910.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,29,91
700.0,3780 Webster St,1.0,3.0,Oakland,16.0,N,,Y,37.8261587,Mosswood,-122.2611946,3780.0,40776116.0,,,825000,Single Family Residential,PAST SALE,May-25-2017,EBRD/CCAR/Bay East,1179.0,CA,Sold,http://www.redfin.com/CA/Oakland/3780-Webster-St-94609/home/528171,1908.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,16,93
895.0,387 45Th St,1.0,2.0,Oakland,15.0,N,,Y,37.833189,Temescal,-122.258427,2900.0,40777492.0,,,1025000,Single Family Residential,PAST SALE,May-26-2017,EBRD/CCAR/Bay East,1145.0,CA,Sold,http://www.redfin.com/CA/Oakland/387-45th-St-94609/home/528535,1922.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,15,91
361.0,850 W MacArthur,2.0,4.0,Oakland,10.0,N,,Y,37.8280965,Oakland,-122.2730425,5560.0,40778670.0,,,727000,Single Family Residential,PAST SALE,May-31-2017,EBRD/CCAR/Bay East,2016.0,CA,Sold,http://www.redfin.com/CA/Oakland/850-W-MacArthur-Blvd-94608/home/999673,1912.0,94708,0.0,0.0,1.0,0.0,0.0,0.0,10,82
925.0,3767 Ruby St,1.0,2.0,Oakland,3.0,N,,Y,37.8262019,Temescal,-122.2625617,2500.0,40780724.0,,,740000,Single Family Residential,PAST SALE,June-7-2017,EBRD/CCAR/Bay East,800.0,CA,Sold,http://www.redfin.com/CA/Oakland/3767-Ruby-St-94609/home/1267194,1912.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,3,92
470.0,978 Apgar St,1.0,3.0,Oakland,22.0,N,,Y,37.8292398,Emeryville Bordr,-122.2768953,6336.0,40777117.0,,,685000,Single Family Residential,PAST SALE,May-19-2017,EBRD/CCAR/Bay East,1456.0,CA,Sold,http://www.redfin.com/CA/Oakland/978-Apgar-St-94608/home/1711271,1922.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,22,86
822.0,382 50TH St,2.5,3.0,Oakland,446.0,Y,,Y,37.8359505,Temescal,-122.2573509,3150.0,40729213.0,,,1450000,Single Family Residential,PAST SALE,March-21-2016,EBRD/CCAR/Bay East,1763.0,CA,Sold,http://www.redfin.com/CA/Oakland/382-50th-St-94609/home/1585833,1913.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,446,88
817.0,916 46TH St,1.0,2.0,Oakland,388.0,N,,Y,37.8354763,Nobe,-122.2736004,2625.0,40736126.0,,,777000,Single Family Residential,PAST SALE,May-18-2016,EBRD/CCAR/Bay East,951.0,CA,Sold,http://www.redfin.com/CA/Oakland/916-46th-St-94608/home/1701446,1914.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,388,80
580.0,4145 EMERALD St,1.5,2.0,Oakland,390.0,N,,Y,37.8299934,Temescal,-122.2565482,1716.0,40735129.0,,,1000000,Single Family Residential,PAST SALE,May-16-2016,EBRD/CCAR/Bay East,1724.0,CA,Sold,http://www.redfin.com/CA/Oakland/4145-Emerald-St-94609/home/527969,1916.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,390,96
823.0,3761 Latimer Pl,1.0,2.0,Oakland,99.0,N,,Y,37.8261917,Temescal,-122.2635334,2100.0,40767737.0,,,770000,Single Family Residential,PAST SALE,March-3-2017,EBRD/CCAR/Bay East,936.0,CA,Sold,http://www.redfin.com/CA/Oakland/3761-Latimer-Pl-94609/home/1841166,1910.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,99,91
540.0,3900 Lusk,2.0,3.0,Oakland,397.0,N,,Y,37.8295166,Nobe,-122.272001,4366.0,40733795.0,,,950000,Single Family Residential,PAST SALE,May-9-2016,EBRD/CCAR/Bay East,1759.0,CA,Sold,http://www.redfin.com/CA/Oakland/3900-Lusk-St-94608/home/527417,1916.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,397,84
435.0,3826 MARKET St,3.0,3.0,Oakland,228.0,N,,Y,37.828667,North Oakland,-122.2741421,3100.0,40754901.0,,,810000,Single Family Residential,PAST SALE,October-25-2016,EBRD/CCAR/Bay East,1864.0,CA,Sold,http://www.redfin.com/CA/Oakland/3826-Market-St-94608/home/527567,1912.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,228,84
336.0,1000 39th St,2.0,4.0,Oakland,225.0,N,,Y,37.830056,Nobe,-122.277027,2840.0,40757669.0,,,650000,Single Family Residential,PAST SALE,October-28-2016,EBRD/CCAR/Bay East,1932.0,CA,Sold,http://www.redfin.com/CA/Oakland/1000-39th-St-94608/home/658985,1904.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,225,89
703.0,4930 WEBSTER St,2.0,4.0,Oakland,416.0,N,,Y,37.8360483,Temescal,-122.2594082,4900.0,40733798.0,,,1355000,Single Family Residential,PAST SALE,April-20-2016,EBRD/CCAR/Bay East,1928.0,CA,Sold,http://www.redfin.com/CA/Oakland/4930-Webster-St-94609/home/529340,1926.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,416,93
778.0,436 50TH St,2.0,4.0,Oakland,291.0,N,,Y,37.8364587,Temescal,-122.260377,3600.0,40750000.0,,,1475000,Single Family Residential,PAST SALE,August-23-2016,EBRD/CCAR/Bay East,1896.0,CA,Sold,http://www.redfin.com/CA/Oakland/436-50th-St-94609/home/1760556,1912.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,291,94
823.0,4154 MANILA Ave,1.0,3.0,Oakland,358.0,Y,,Y,37.8302299,Temescal,-122.2569893,3500.0,40737972.0,,,1100000,Single Family Residential,PAST SALE,June-17-2016,EBRD/CCAR/Bay East,1336.0,CA,Sold,http://www.redfin.com/CA/Oakland/4154-Manila-Ave-94609/home/527978,1908.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,358,95
646.0,4415 WEBSTER St,2.0,3.0,Oakland,390.0,Y,,Y,37.8327948,Temescal,-122.2602396,3600.0,40735411.0,,,1115000,Single Family Residential,PAST SALE,May-16-2016,EBRD/CCAR/Bay East,1725.0,CA,Sold,http://www.redfin.com/CA/Oakland/4415-Webster-St-94609/home/1774355,1918.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,390,92
795.0,416 48th St,2.5,2.0,Oakland,164.0,N,133.0,Y,37.8343151,Temescal,-122.2593079,2200.0,40759816.0,,,960000,Single Family Residential,PAST SALE,December-28-2016,EBRD/CCAR/Bay East,1208.0,CA,Sold,http://www.redfin.com/CA/Oakland/416-48th-St-94609/home/109240660,1913.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,164,91
649.0,820 APGAR St,2.0,2.0,Oakland,302.0,N,,Y,37.8288713,Oakland,-122.2721679,3255.0,40746248.0,,,760000,Single Family Residential,PAST SALE,August-12-2016,EBRD/CCAR/Bay East,1171.0,CA,Sold,http://www.redfin.com/CA/Oakland/820-Apgar-St-94608/home/1903783,1914.0,94608,0.0,0.0,1.0,0.0,0.0,0.0,302,82
680.0,745 45th St,1.0,3.0,Oakland,432.0,N,,Y,37.8337376,Emeryville Bordr,-122.269593,3500.0,40726188.0,,,690000,Single Family Residential,PAST SALE,April-4-2016,EBRD/CCAR/Bay East,1014.0,CA,Sold,http://www.redfin.com/CA/Oakland/745-45th-St-94609/home/833720,1922.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,432,89
772.0,521 44Th St,2.0,3.0,Oakland,135.0,N,,Y,37.832189,Temescal,-122.2644677,4000.0,40765869.0,,,785000,Single Family Residential,PAST SALE,January-26-2017,EBRD/CCAR/Bay East,1017.0,CA,Sold,http://www.redfin.com/CA/Oakland/521-44th-St-94609/home/2013282,1904.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,135,91
767.0,444 49Th St,2.0,3.0,Oakland,190.0,Y,,Y,37.8358417,Temescal,-122.2607619,3500.0,40761639.0,,,1005000,Single Family Residential,PAST SALE,December-2-2016,EBRD/CCAR/Bay East,1310.0,CA,Sold,http://www.redfin.com/CA/Oakland/444-49th-St-94609/home/689607,1913.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,190,94
704.0,414 48th St,2.0,2.0,Oakland,164.0,N,133.0,Y,37.8343174,Temescal,-122.2592755,,40759790.0,,,879000,Single Family Residential,PAST SALE,December-28-2016,EBRD/CCAR/Bay East,1248.0,CA,Sold,http://www.redfin.com/CA/Oakland/414-48th-St-94609/home/109239571,1913.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,164,91
618.0,5001 LAWTON Ave,1.5,3.0,Oakland,311.0,N,,Y,37.8358688,Temescal/R.Ridge,-122.2568648,4550.0,40742783.0,,,875000,Single Family Residential,PAST SALE,August-3-2016,EBRD/CCAR/Bay East,1416.0,CA,Sold,http://www.redfin.com/CA/Oakland/5001-Lawton-Ave-94609/home/1328876,1918.0,94609,0.0,0.0,1.0,0.0,0.0,0.0,311,88
952.0,5119 DESMOND St,1.5,2.0,Oakland,290.0,N,,Y,37.8357418,Rockridge,-122.2533253,4000.0,40747729.0,,,1085000,Single Family Residential,PAST SALE,August-24-2016,EBRD/CCAR/Bay East,1140.0,CA,Sold,http://www.redfin.com/CA/Oakland/5119-Desmond-St-94618/home/1288781,1920.0,94618,0.0,0.0,1.0,0.0,0.0,0.0,290,91
